will_default_next_month,limit_bal,age,pay_0_months_delayed,pay_2_months_delayed,pay_3_months_delayed,pay_4_months_delayed,pay_5_months_delayed,pay_6_months_delayed,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,is_male,education_graduate,education_bachelors,education_hs,martial_status_married,martial_status_single,martial_status_other,pay_0_is_paid_duly,pay_0_was_refunded,pay_2_is_paid_duly,pay_2_was_refunded,pay_3_is_paid_duly,pay_3_was_refunded,pay_4_is_paid_duly,pay_4_was_refunded,pay_5_is_paid_duly,pay_5_was_refunded,pay_6_is_paid_duly,pay_6_was_refunded
0,5910,27,1,0,0,0,0,0,0,0,0,270,0,0,0,0,270,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
1,1640,53,1,0,0,0,0,0,0,20,30,20,0,40,20,30,0,0,40,10,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,4270,30,0,0,0,0,0,0,4290,4350,4250,4260,4110,4100,210,150,160,150,170,150,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5250,26,0,0,0,0,0,0,4440,4270,2590,220,220,220,180,120,220,220,220,220,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
0,6560,29,0,0,0,2,2,2,4500,4650,4950,4990,5390,5300,220,380,160,490,0,130,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,660,29,0,0,2,0,0,0,490,570,560,570,590,620,100,0,30,30,100,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,56,0,0,0,0,0,0,1540,1590,1620,580,640,610,70,70,20,70,20,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,980,46,1,2,2,2,2,2,910,950,990,1000,1030,1010,60,60,40,50,0,30,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4590,29,0,0,0,0,0,0,4290,4430,4280,4330,4330,4080,220,160,160,170,170,160,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5250,45,1,2,2,2,2,2,380,360,420,410,450,440,0,70,0,50,0,70,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13450,33,0,0,0,0,0,0,110,270,0,0,60,90,270,0,0,60,90,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0
0,10500,30,0,0,0,0,0,0,270,260,250,250,250,250,250,250,250,250,250,1400,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
0,1640,36,0,0,0,0,0,0,1560,1600,1630,910,2780,910,70,70,40,30,70,30,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3610,29,0,0,0,0,0,0,3520,3590,3670,3670,3660,3670,130,140,140,150,140,160,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17390,50,0,0,0,0,0,0,7210,7330,6780,9050,5350,5410,330,330,330,230,230,160,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2620,40,0,0,0,0,0,0,1540,1270,1050,850,660,640,60,50,30,20,70,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6230,26,2,0,0,0,0,0,6700,3490,3600,3660,3770,3890,210,210,160,170,190,160,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16400,58,0,0,0,0,0,0,130,360,130,-20,210,550,370,130,20,230,560,200,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,8860,30,1,0,0,0,0,0,0,100,70,70,0,160,100,70,70,0,160,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
0,660,26,2,2,0,0,0,0,570,550,580,570,580,590,0,40,30,20,30,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2950,39,0,0,0,0,2,2,910,910,910,850,830,740,50,50,50,50,0,60,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,330,44,1,2,2,0,0,0,230,250,180,120,120,0,30,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10500,36,0,0,0,0,0,0,130,170,200,230,260,0,40,30,30,30,0,80,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6230,33,0,0,0,0,0,0,1400,1510,350,50,0,130,330,360,370,0,130,250,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1,12470,39,0,0,0,0,0,0,210,0,0,1520,0,0,0,0,1520,0,0,790,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1
0,5910,30,0,0,0,0,0,0,4780,4830,4710,4380,4480,4590,330,170,160,170,200,160,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11810,33,0,0,0,0,0,0,30,380,0,0,0,0,380,0,0,0,0,170,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
0,4920,30,1,2,0,0,0,0,1330,130,50,130,250,370,30,160,200,160,160,30,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,1640,57,1,2,0,0,0,2,1500,1460,1470,1060,1640,960,0,50,30,1000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,39,1,2,2,2,2,2,1310,1230,1260,1220,1290,1180,0,100,0,100,0,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,51,0,0,0,0,0,0,1390,1450,2100,1100,1120,1140,100,80,70,40,40,40,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11150,30,0,0,0,0,0,0,1560,1250,1290,690,10,10,70,70,100,10,10,1490,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,10500,26,0,0,0,0,0,0,3670,410,460,400,0,0,40,60,10,0,0,7220,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,7550,42,0,0,0,0,0,2,10,10,10,50,30,20,10,10,50,30,0,10,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,3940,31,0,0,0,0,0,0,20,20,120,190,190,190,20,120,190,190,190,200,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,980,34,1,2,2,2,2,0,880,910,710,750,730,750,60,0,60,0,30,30,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7870,34,0,0,0,0,0,0,690,900,300,220,270,300,920,300,230,270,330,920,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,7870,32,1,0,0,0,0,0,0,0,20,0,20,120,0,20,0,20,120,40,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0
0,6890,30,0,0,2,0,0,0,3260,3260,3280,3320,3320,3390,160,130,120,150,130,130,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,660,24,1,2,0,0,0,0,570,520,530,540,530,530,0,40,20,20,20,60,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,660,42,0,0,0,0,0,0,540,570,600,610,630,640,40,40,20,30,30,30,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3610,25,1,2,0,0,0,0,140,60,50,190,190,0,0,50,190,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4270,39,0,0,0,0,0,0,2890,2920,2970,2930,2990,3120,110,110,100,110,140,80,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2620,28,0,0,0,0,0,0,2550,2620,2690,2420,2480,2540,130,130,100,100,100,100,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,660,36,1,2,0,0,0,0,410,400,420,430,440,460,0,40,20,20,30,30,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,330,38,0,0,2,0,0,2,150,320,310,320,340,330,160,0,20,40,0,30,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,5910,37,0,0,0,0,0,0,180,390,570,270,670,320,390,580,270,670,320,310,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,9190,29,0,0,0,0,0,0,4620,4720,1820,1860,1900,1940,170,100,70,70,70,100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7220,29,2,2,2,2,2,2,4100,4160,4000,2940,1760,1190,210,0,200,80,0,50,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8530,42,3,3,2,2,0,0,7070,6910,7010,6850,6990,7130,0,260,0,260,260,270,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,980,40,1,2,0,0,0,0,510,490,360,380,50,0,0,30,20,50,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1640,29,0,0,0,0,0,0,710,50,650,650,550,440,640,670,50,50,50,660,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0
0,4920,47,0,0,0,0,0,0,5040,4940,5020,4990,4970,4990,230,230,170,180,210,170,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5250,38,0,0,0,0,0,0,1550,1500,1560,1600,1620,1650,90,90,60,60,60,50,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,660,26,1,0,0,0,0,0,0,0,330,330,340,0,0,330,20,20,30,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,9190,42,0,0,0,0,0,0,620,90,5980,5710,5270,4830,90,6220,200,190,150,120,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,1640,24,0,0,0,0,0,0,220,250,290,290,290,300,40,40,20,10,10,20,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9840,43,1,0,0,0,0,0,40,80,0,30,0,0,80,0,30,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
0,7550,31,0,0,2,0,0,0,1990,1610,1020,510,330,0,160,0,160,330,0,330,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1970,27,0,0,0,0,0,0,1220,1210,330,350,500,650,70,100,30,160,160,30,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6230,29,0,0,0,0,0,0,1690,320,110,30,-30,-30,30,120,30,30,0,50,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
0,1970,43,1,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1
1,3280,25,2,0,0,0,0,0,2900,2940,3020,2340,2290,2330,120,130,80,90,90,90,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,980,45,0,0,0,0,0,0,560,610,660,680,690,710,70,70,30,30,30,50,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6560,30,6,5,4,3,2,0,2340,2290,2230,2250,2210,1840,0,0,70,0,60,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,980,27,0,0,0,0,0,0,820,860,920,950,960,790,70,100,70,30,50,30,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4270,25,0,0,0,0,0,0,4150,4210,2480,2520,200,890,140,100,50,330,700,20,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3940,29,0,0,0,0,0,0,1970,1670,1470,1220,1250,940,70,50,50,50,50,50,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5250,35,1,0,0,0,0,0,-10,-10,0,200,0,0,0,10,200,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
0,660,23,0,0,0,0,0,0,580,630,650,640,480,20,60,50,20,0,20,780,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,980,24,2,2,2,0,0,0,860,950,920,940,950,1000,120,0,40,30,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2300,23,0,0,0,0,0,0,2130,970,970,950,930,540,130,50,30,30,20,70,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2620,25,0,0,0,0,0,0,2570,2500,1190,990,990,990,80,30,1020,40,40,30,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2620,23,0,0,0,0,0,0,200,160,190,40,50,60,40,40,40,50,30,10,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3280,50,0,0,0,0,0,0,3430,3160,2670,2180,2130,2200,130,100,100,100,100,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18700,31,0,0,0,0,0,0,880,940,1590,1390,1360,50,490,820,40,30,50,120,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,5580,45,2,0,0,0,0,0,10,10,10,10,10,30,10,10,10,10,30,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
0,1640,25,1,0,0,0,0,0,0,30,20,120,70,240,30,20,120,70,240,560,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
0,10170,39,0,0,0,0,0,0,9860,8720,8050,8180,7890,8090,360,340,460,330,330,330,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4590,27,0,0,0,2,0,0,640,660,540,320,180,320,70,330,0,70,160,160,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6560,29,0,0,2,0,0,0,2280,2290,2110,1660,1470,2500,130,70,100,300,1180,740,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9840,26,0,0,0,0,0,0,370,320,90,330,240,240,320,90,330,0,0,30,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
0,9840,26,0,0,0,0,0,0,9720,9540,9020,8220,8210,8200,660,300,330,300,330,260,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4590,55,0,0,0,0,0,0,5330,5380,4640,3250,3330,3320,160,4590,130,130,130,130,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18370,47,0,0,0,0,0,0,340,2280,770,3450,1560,2410,2290,770,3600,1580,2430,640,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1,6560,46,1,2,2,2,2,2,2410,2360,2640,1910,3190,3130,0,330,0,1310,0,490,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7550,31,0,0,0,0,0,0,6050,6000,5850,5740,5640,5530,230,180,170,170,160,170,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6560,36,0,0,2,2,2,0,80,160,150,190,180,210,80,0,50,0,30,30,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5250,34,2,2,2,2,2,2,2420,2370,2520,2470,2690,2630,0,180,0,250,0,70,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7220,29,0,0,0,0,0,0,7090,6220,6030,5180,5410,5520,330,390,190,330,220,190,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1970,25,0,0,0,0,0,0,1960,1570,1270,920,950,960,100,70,50,50,40,70,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12800,43,2,2,2,0,0,0,2580,1970,1320,1360,1240,620,150,0,50,0,30,120,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9190,39,0,0,0,0,0,0,60,30,10,40,0,10,30,10,40,0,20,30,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
0,2620,60,0,0,0,0,0,0,1750,1570,1640,0,0,0,110,210,0,0,0,140,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,11810,34,0,0,0,0,0,0,1040,1070,1100,1120,1150,1160,50,50,40,40,30,30,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,660,21,0,0,0,0,0,0,620,600,620,630,630,660,50,40,30,200,30,160,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16400,31,0,0,0,0,0,0,70,180,1980,1490,1340,560,190,1980,30,30,150,800,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,2950,23,0,0,0,0,0,0,10,100,130,200,190,10,100,130,190,0,0,110,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0,980,33,0,0,0,0,0,0,910,920,930,930,960,980,50,50,50,40,40,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12800,47,1,0,0,0,0,0,0,120,0,0,0,0,120,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
1,11810,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1
0,330,32,0,0,0,0,0,0,310,310,330,330,320,330,40,40,10,20,20,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4920,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1
0,1310,27,0,0,0,0,0,0,950,1120,1170,1210,1220,1250,300,70,70,40,50,50,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6890,29,0,0,0,0,0,0,2230,2140,2130,2160,2090,2130,410,430,400,460,410,430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,41,0,0,0,0,0,0,1540,1400,1110,670,640,630,50,40,20,20,30,20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,330,23,0,0,2,0,0,2,260,300,260,280,290,220,50,30,30,20,10,20,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10170,26,0,0,0,0,0,0,1330,1410,1450,1490,1530,1570,100,70,70,70,70,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,34,0,0,0,0,0,0,1440,1460,980,980,0,0,70,40,30,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4920,37,0,0,0,0,0,0,160,30,10,40,40,60,30,10,40,0,100,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,1640,48,0,0,0,0,0,0,390,430,460,470,480,490,50,40,20,20,20,30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8200,30,0,0,2,0,0,2,2530,2780,2700,2730,2890,2840,290,0,100,210,0,110,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,980,46,2,2,2,2,3,2,730,770,780,810,790,820,60,40,50,0,50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,980,32,0,0,0,0,0,0,740,640,680,680,690,740,40,40,20,20,80,60,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,980,50,2,2,2,2,2,2,1000,940,1000,900,850,830,0,100,0,100,0,130,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,660,44,8,7,6,5,4,3,560,550,530,540,510,500,0,0,30,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,980,24,0,0,0,0,0,0,580,600,630,650,670,680,40,40,20,30,30,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9840,45,0,0,0,0,0,0,30,-240,270,220,270,270,0,790,220,330,270,510,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,2950,28,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,30,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
0,980,24,0,0,0,0,0,2,820,730,0,20,830,820,50,0,50,830,0,30,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,6560,51,0,0,0,0,0,2,4210,4300,4400,4480,4760,4680,160,160,160,350,0,330,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5910,29,0,0,0,2,2,0,3300,3380,3550,3560,3100,5840,180,280,120,0,120,320,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2300,26,0,0,0,0,0,0,1660,1680,1550,260,-60,900,70,50,0,0,980,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,7550,29,0,0,0,0,0,2,0,0,0,0,30,30,0,0,0,30,0,170,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0
0,7870,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1
0,6230,41,0,0,0,0,0,0,90,0,120,130,150,0,0,120,130,150,0,150,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,2620,29,0,0,0,0,0,0,140,660,380,0,0,0,660,380,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
0,9840,34,0,0,0,0,0,0,2830,2750,2650,2620,1920,480,130,90,120,50,50,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7220,36,0,0,0,0,0,0,6910,7100,6440,6570,6700,6840,320,230,230,240,240,280,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11150,31,0,0,0,0,0,0,2070,2110,2160,2280,2630,2750,80,80,160,380,160,100,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15750,57,0,0,0,0,0,0,230,80,140,820,2520,820,210,170,830,850,820,820,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0
0,1970,25,0,0,0,0,0,0,1500,1420,890,640,630,570,50,370,60,30,20,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6560,28,0,0,0,0,0,0,380,410,400,240,360,370,160,100,100,160,70,90,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,660,53,0,0,2,2,0,0,640,660,640,0,0,0,100,0,0,0,0,30,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,3610,46,0,0,0,0,0,0,1500,1550,1590,0,1620,1590,70,70,70,0,70,70,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15420,32,0,0,0,0,0,0,16120,16030,15920,11840,11110,4060,9840,520,390,3940,210,8200,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6560,42,0,0,0,0,0,0,20,1610,360,0,0,0,1610,360,0,0,0,1740,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1
0,4270,30,0,0,0,0,0,0,550,700,730,740,800,660,160,50,20,70,20,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2620,46,0,0,0,0,0,0,2590,2550,1510,970,980,990,80,50,30,40,40,30,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3940,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1
0,5910,27,0,0,0,0,0,0,980,800,600,550,1220,1150,620,160,330,720,660,490,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13120,42,0,0,0,0,0,0,9410,9210,9340,7780,6930,6840,360,320,260,260,290,210,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4920,43,0,0,0,0,0,0,4950,1720,1660,1530,1330,1220,100,70,50,70,70,30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21000,34,0,0,0,0,0,0,3460,4380,3880,1110,2620,640,1690,990,0,2300,640,6370,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,16400,32,1,1,1,1,0,0,1580,1750,2070,2110,2130,1660,660,660,330,490,330,1640,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2300,26,1,2,2,2,2,2,920,1000,970,1040,1020,1170,100,0,90,0,170,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3280,24,0,3,2,0,0,0,40,40,20,10,10,20,0,0,10,10,20,10,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
0,2620,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
0,3940,30,0,0,0,0,0,0,2760,2820,2830,2850,2910,3030,100,130,100,110,160,130,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6890,31,0,0,0,0,0,0,1320,1360,1410,1440,1490,1520,70,80,70,70,70,70,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1640,25,0,0,2,0,0,0,450,590,510,350,0,0,160,10,350,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
0,1640,45,0,0,0,0,0,0,1520,460,490,250,260,260,40,40,10,10,10,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8530,35,0,0,0,0,0,0,0,130,200,0,0,0,140,200,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1
0,660,22,1,0,0,0,0,0,0,-10,-30,30,30,0,0,0,70,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
0,980,40,2,2,0,0,0,0,1250,1130,1070,940,960,980,0,50,30,30,40,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10170,29,0,0,0,0,0,0,5980,5330,4620,3670,2580,2590,170,120,130,70,100,100,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3280,34,0,0,0,0,0,0,1410,200,120,740,700,300,200,120,740,0,0,2050,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,9840,38,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
0,980,47,0,0,2,0,0,0,910,1010,980,1000,0,0,120,0,40,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10500,34,0,0,0,0,0,0,5700,5510,3290,2910,10,-10,270,200,230,0,0,70,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3940,32,0,0,0,0,0,0,2690,2740,2530,2580,2470,2530,100,160,160,90,130,100,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2620,24,0,0,0,0,0,2,860,830,860,880,940,850,50,50,30,70,0,30,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,660,50,2,2,2,0,0,0,500,560,570,590,600,630,70,30,30,30,30,30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
