NotSeriousDlqin2yrs,age,NumberOfDependents,HasHistoryOfLatePayment,HistoricalDebtRatioInLastYear,MaxMonthlyOpenLinesOfCreditGeq5,MaxUtilizationOfUnsecuredLinesGeq10K,MaxMonthlyIncomeGeq5K
1.0,76.0,0.0,0.0,0.006170599000000001,1.0,0.0,0.0
1.0,39.0,0.0,1.0,0.293391287,1.0,0.0,1.0
1.0,46.0,3.0,0.0,0.074342772,1.0,0.0,1.0
-1.0,39.0,0.0,1.0,0.440984999,0.0,0.0,0.0
1.0,70.0,2.0,0.0,0.280235988,1.0,0.0,1.0
1.0,33.0,0.0,0.0,0.001285531,0.0,0.0,1.0
1.0,28.0,0.0,0.0,0.207754206,1.0,0.0,0.0
1.0,63.0,0.0,0.0,0.15368501199999998,1.0,0.0,1.0
1.0,48.0,0.0,0.0,0.415153907,1.0,0.0,0.0
1.0,36.0,1.0,0.0,0.477991419,1.0,0.0,1.0
1.0,50.0,1.0,0.0,0.439137645,1.0,0.0,1.0
1.0,41.0,3.0,0.0,0.000181818,1.0,0.0,1.0
1.0,92.0,0.0,0.0,0.252773004,0.0,0.0,1.0
1.0,36.0,0.0,0.0,0.495719844,1.0,0.0,0.0
1.0,52.0,5.0,1.0,0.265530369,1.0,0.0,1.0
1.0,85.0,0.0,0.0,0.241503399,1.0,0.0,0.0
1.0,66.0,1.0,1.0,0.174956694,1.0,0.0,0.0
1.0,60.0,0.0,0.0,0.084583083,1.0,0.0,1.0
1.0,41.0,1.0,1.0,0.6215818879999999,1.0,0.0,0.0
1.0,48.0,0.0,0.0,0.03967486,1.0,0.0,1.0
1.0,43.0,2.0,0.0,0.5242484279999999,1.0,0.0,1.0
1.0,65.0,0.0,0.0,0.185081492,1.0,0.0,1.0
1.0,41.0,1.0,0.0,0.5978260870000001,1.0,0.0,0.0
1.0,49.0,0.0,0.0,0.29093050600000003,1.0,0.0,0.0
1.0,49.0,3.0,1.0,0.185893775,1.0,0.0,0.0
1.0,32.0,4.0,0.0,0.522575579,1.0,0.0,0.0
1.0,61.0,0.0,0.0,0.31459675600000003,1.0,0.0,0.0
1.0,53.0,2.0,0.0,0.5822592870000001,0.0,0.0,0.0
1.0,49.0,1.0,0.0,0.144885511,1.0,0.0,1.0
1.0,36.0,2.0,0.0,0.290870913,1.0,0.0,1.0
1.0,64.0,1.0,1.0,0.149577008,1.0,0.0,1.0
1.0,68.0,0.0,0.0,0.013391241000000002,0.0,0.0,0.0
1.0,30.0,0.0,1.0,0.190978887,1.0,0.0,0.0
1.0,59.0,0.0,0.0,0.525233225,1.0,0.0,1.0
1.0,32.0,0.0,0.0,0.565259117,1.0,0.0,0.0
1.0,38.0,1.0,0.0,0.974051297,1.0,0.0,1.0
1.0,84.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,49.0,1.0,0.0,0.296425894,1.0,0.0,0.0
1.0,38.0,2.0,0.0,0.356974502,1.0,0.0,0.0
1.0,52.0,0.0,0.0,0.004115226,0.0,0.0,0.0
1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,39.0,3.0,0.0,0.624458514,1.0,0.0,0.0
1.0,25.0,0.0,0.0,20.0,0.0,0.0,0.0
1.0,72.0,0.0,0.0,1.131696429,1.0,0.0,0.0
1.0,46.0,1.0,0.0,0.090135635,1.0,0.0,1.0
1.0,54.0,0.0,0.0,0.046384422,1.0,0.0,1.0
1.0,34.0,3.0,0.0,0.240132686,1.0,0.0,1.0
1.0,47.0,2.0,0.0,0.005553499,0.0,0.0,0.0
1.0,47.0,2.0,0.0,0.30142381100000004,1.0,0.0,0.0
-1.0,73.0,0.0,1.0,0.415401703,1.0,0.0,0.0
1.0,49.0,0.0,0.0,0.14795244400000002,0.0,0.0,1.0
1.0,74.0,0.0,0.0,0.196908055,1.0,0.0,0.0
1.0,27.0,3.0,1.0,0.334841629,1.0,0.0,1.0
1.0,29.0,0.0,0.0,0.132314025,1.0,0.0,0.0
1.0,42.0,0.0,1.0,0.083993281,1.0,0.0,0.0
1.0,59.0,2.0,1.0,0.205915335,1.0,0.0,1.0
1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,72.0,0.0,1.0,0.004887803,0.0,0.0,0.0
-1.0,32.0,1.0,1.0,0.280241935,1.0,0.0,0.0
1.0,47.0,2.0,0.0,0.560988911,1.0,0.0,1.0
1.0,24.0,0.0,0.0,0.015246286,0.0,0.0,0.0
1.0,48.0,1.0,0.0,0.191237763,1.0,0.0,1.0
1.0,35.0,0.0,0.0,0.56011659,1.0,0.0,0.0
1.0,26.0,0.0,0.0,0.08650261,0.0,0.0,0.0
1.0,82.0,1.0,0.0,0.524265778,1.0,0.0,0.0
1.0,75.0,0.0,0.0,0.042519267,0.0,0.0,0.0
1.0,62.0,0.0,0.0,0.016429573,0.0,0.0,0.0
1.0,66.0,3.0,0.0,0.017983909,1.0,0.0,1.0
1.0,54.0,3.0,1.0,0.286379172,1.0,0.0,1.0
1.0,65.0,1.0,0.0,0.583640189,1.0,0.0,0.0
1.0,48.0,3.0,0.0,0.269404643,1.0,0.0,1.0
1.0,77.0,0.0,0.0,0.269431644,1.0,0.0,0.0
1.0,55.0,0.0,1.0,0.4414121720000001,1.0,0.0,0.0
1.0,26.0,0.0,1.0,0.119891008,0.0,0.0,0.0
1.0,34.0,1.0,1.0,0.071997696,1.0,0.0,1.0
1.0,71.0,0.0,0.0,0.050204009,1.0,0.0,1.0
1.0,57.0,0.0,0.0,2.5913978490000003,1.0,0.0,0.0
-1.0,52.0,1.0,1.0,0.533240997,1.0,0.0,0.0
1.0,45.0,1.0,0.0,0.485811385,1.0,0.0,1.0
1.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,35.0,3.0,0.0,0.313965115,1.0,0.0,1.0
1.0,46.0,4.0,0.0,0.377328676,1.0,0.0,1.0
1.0,73.0,1.0,0.0,0.06784745,1.0,0.0,1.0
1.0,51.0,0.0,0.0,0.597809668,1.0,0.0,1.0
1.0,50.0,0.0,1.0,0.785919083,1.0,0.0,0.0
1.0,47.0,0.0,0.0,0.239458348,1.0,0.0,1.0
1.0,76.0,0.0,0.0,0.016306563,0.0,0.0,0.0
1.0,66.0,0.0,1.0,0.357153603,1.0,0.0,1.0
1.0,35.0,0.0,0.0,0.149570086,0.0,0.0,1.0
1.0,60.0,0.0,0.0,0.031770718,0.0,0.0,0.0
1.0,49.0,0.0,1.0,1.067071935,1.0,0.0,0.0
1.0,73.0,1.0,0.0,0.267676046,1.0,0.0,1.0
1.0,52.0,0.0,0.0,0.8224151540000001,1.0,0.0,0.0
1.0,45.0,0.0,0.0,0.643610291,1.0,0.0,0.0
1.0,62.0,1.0,0.0,0.17218278199999998,1.0,0.0,1.0
1.0,38.0,0.0,0.0,0.263686764,1.0,0.0,0.0
1.0,82.0,1.0,0.0,0.485302939,1.0,0.0,1.0
1.0,63.0,0.0,0.0,0.417658234,1.0,0.0,1.0
1.0,58.0,1.0,0.0,0.450845037,1.0,0.0,0.0
1.0,63.0,0.0,0.0,0.162271805,0.0,0.0,0.0
1.0,48.0,1.0,0.0,0.119750214,1.0,0.0,1.0
1.0,45.0,1.0,0.0,0.076866667,1.0,0.0,1.0
1.0,66.0,0.0,0.0,0.269546591,1.0,0.0,0.0
1.0,65.0,0.0,0.0,0.347061176,1.0,0.0,0.0
1.0,42.0,2.0,0.0,0.220164341,1.0,0.0,1.0
-1.0,58.0,2.0,0.0,0.355265924,1.0,0.0,0.0
1.0,51.0,1.0,1.0,0.622430472,1.0,0.0,0.0
1.0,50.0,6.0,1.0,0.452192067,1.0,0.0,0.0
1.0,58.0,3.0,1.0,0.032220114,1.0,0.0,1.0
1.0,51.0,2.0,0.0,0.368233536,1.0,0.0,1.0
1.0,50.0,2.0,0.0,0.00017517700000000002,1.0,0.0,1.0
1.0,64.0,1.0,0.0,0.62437752,1.0,0.0,0.0
1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,30.0,1.0,1.0,0.07848038,0.0,0.0,0.0
1.0,59.0,0.0,0.0,0.183697678,1.0,0.0,1.0
1.0,49.0,5.0,0.0,0.01139943,0.0,0.0,1.0
1.0,49.0,1.0,0.0,0.379745884,1.0,0.0,1.0
1.0,57.0,2.0,1.0,0.577279202,1.0,0.0,1.0
1.0,33.0,0.0,0.0,1.494520548,1.0,0.0,0.0
1.0,46.0,1.0,0.0,0.264867566,1.0,0.0,0.0
1.0,45.0,1.0,0.0,0.443358921,1.0,0.0,0.0
1.0,30.0,0.0,0.0,0.107692308,0.0,0.0,0.0
1.0,61.0,0.0,0.0,0.309842749,1.0,0.0,0.0
1.0,49.0,0.0,1.0,0.325708061,1.0,0.0,0.0
1.0,89.0,0.0,0.0,0.005748563000000001,1.0,0.0,0.0
1.0,50.0,2.0,0.0,0.477686541,0.0,0.0,0.0
1.0,43.0,0.0,0.0,0.484598854,1.0,0.0,1.0
-1.0,36.0,1.0,1.0,0.464958553,1.0,0.0,0.0
1.0,44.0,0.0,0.0,0.441168931,1.0,0.0,0.0
1.0,42.0,3.0,0.0,0.418805217,1.0,0.0,0.0
1.0,58.0,0.0,0.0,0.198768781,1.0,0.0,1.0
1.0,44.0,3.0,0.0,0.343670491,1.0,0.0,1.0
1.0,43.0,2.0,0.0,0.4569166670000001,1.0,0.0,1.0
1.0,62.0,2.0,0.0,0.147071077,1.0,0.0,1.0
1.0,41.0,0.0,1.0,1.351099267,1.0,0.0,0.0
1.0,50.0,1.0,0.0,0.236690891,1.0,0.0,1.0
1.0,28.0,2.0,0.0,0.30296970300000003,1.0,0.0,1.0
1.0,66.0,0.0,1.0,0.738630685,1.0,0.0,0.0
1.0,63.0,0.0,0.0,0.337765081,1.0,0.0,1.0
-1.0,63.0,1.0,0.0,0.6913188379999999,1.0,0.0,1.0
1.0,53.0,0.0,0.0,0.368415627,1.0,0.0,1.0
1.0,70.0,0.0,0.0,0.123600973,0.0,0.0,0.0
1.0,65.0,0.0,0.0,0.64490787,1.0,0.0,1.0
1.0,46.0,3.0,0.0,0.196960608,1.0,0.0,1.0
1.0,62.0,0.0,0.0,0.278428094,1.0,0.0,0.0
1.0,49.0,0.0,0.0,0.341397329,1.0,0.0,1.0
1.0,47.0,1.0,1.0,0.223367698,1.0,0.0,1.0
1.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,44.0,0.0,0.0,0.607541605,1.0,0.0,0.0
1.0,66.0,0.0,1.0,1.487347295,1.0,0.0,0.0
1.0,56.0,0.0,0.0,0.005554321,1.0,0.0,0.0
1.0,70.0,0.0,0.0,0.148170366,1.0,0.0,1.0
1.0,44.0,0.0,0.0,0.410585287,1.0,0.0,1.0
1.0,61.0,2.0,0.0,0.455007893,1.0,0.0,1.0
1.0,44.0,0.0,0.0,1.160007647,1.0,0.0,1.0
1.0,48.0,2.0,1.0,0.29130626,1.0,0.0,1.0
1.0,85.0,0.0,0.0,0.0004799230000000001,0.0,0.0,1.0
1.0,42.0,3.0,0.0,4.698773285,1.0,0.0,0.0
1.0,23.0,0.0,0.0,0.003329634,0.0,0.0,0.0
-1.0,46.0,4.0,1.0,0.127104655,1.0,0.0,0.0
1.0,36.0,3.0,0.0,0.171686747,1.0,0.0,1.0
1.0,25.0,0.0,0.0,0.005380477,0.0,0.0,0.0
1.0,37.0,0.0,0.0,0.955217913,1.0,0.0,0.0
1.0,27.0,1.0,0.0,0.177793645,0.0,0.0,0.0
1.0,52.0,3.0,0.0,0.22354717,1.0,0.0,1.0
1.0,82.0,0.0,0.0,0.312767781,1.0,0.0,0.0
1.0,30.0,0.0,1.0,0.309738052,1.0,0.0,1.0
1.0,41.0,0.0,0.0,0.183244163,1.0,0.0,1.0
1.0,29.0,1.0,0.0,0.016151361,0.0,0.0,0.0
1.0,45.0,3.0,0.0,0.28314316,1.0,0.0,1.0
1.0,32.0,3.0,0.0,0.015796841000000002,0.0,0.0,1.0
1.0,81.0,0.0,1.0,0.276769912,1.0,0.0,0.0
-1.0,79.0,0.0,1.0,0.005168435999999999,0.0,0.0,1.0
1.0,57.0,0.0,0.0,0.223815782,1.0,0.0,1.0
1.0,28.0,0.0,0.0,0.055762082,1.0,0.0,1.0
1.0,39.0,0.0,0.0,0.38036957,1.0,0.0,1.0
1.0,60.0,0.0,0.0,0.26538031300000003,1.0,0.0,1.0
1.0,44.0,0.0,0.0,0.20089955,1.0,0.0,0.0
1.0,34.0,2.0,0.0,0.299376122,1.0,0.0,1.0
1.0,36.0,0.0,1.0,0.911439981,1.0,0.0,0.0
1.0,54.0,0.0,0.0,0.25906919100000003,1.0,0.0,1.0
1.0,44.0,1.0,1.0,0.009471192,0.0,0.0,0.0
1.0,38.0,4.0,0.0,0.161167167,1.0,0.0,1.0
1.0,31.0,2.0,0.0,1.7715540909999998,1.0,0.0,0.0
1.0,56.0,1.0,1.0,0.549626763,1.0,0.0,1.0
1.0,55.0,0.0,1.0,0.220691383,1.0,0.0,1.0
1.0,80.0,0.0,0.0,0.154563624,0.0,0.0,0.0
1.0,65.0,0.0,0.0,0.0244,1.0,0.0,0.0
1.0,36.0,3.0,1.0,0.187415557,0.0,0.0,1.0
1.0,36.0,0.0,0.0,0.177291135,1.0,0.0,1.0
1.0,46.0,2.0,0.0,0.7469970779999999,1.0,0.0,1.0
1.0,37.0,2.0,0.0,0.151588944,1.0,0.0,1.0
1.0,58.0,1.0,0.0,0.34350663,1.0,0.0,0.0
1.0,57.0,0.0,0.0,0.048412632,1.0,0.0,1.0
1.0,46.0,2.0,0.0,0.20122812,1.0,0.0,1.0
1.0,31.0,1.0,0.0,0.173132798,1.0,0.0,1.0
1.0,61.0,1.0,0.0,0.367916303,1.0,0.0,1.0
1.0,33.0,2.0,1.0,0.161654135,0.0,0.0,1.0
1.0,51.0,0.0,0.0,0.417335194,1.0,0.0,1.0
1.0,69.0,0.0,0.0,0.292501164,1.0,0.0,0.0
1.0,48.0,3.0,0.0,0.539642482,1.0,0.0,0.0
1.0,31.0,2.0,0.0,0.374814307,1.0,0.0,1.0
1.0,43.0,1.0,0.0,0.017997,1.0,0.0,1.0
1.0,50.0,0.0,0.0,0.346331709,1.0,0.0,1.0
1.0,24.0,0.0,0.0,4.0,0.0,0.0,0.0
1.0,67.0,0.0,0.0,0.8801225579999999,1.0,0.0,0.0
1.0,54.0,2.0,1.0,0.331784668,1.0,0.0,1.0
1.0,88.0,0.0,0.0,0.058397571,1.0,0.0,0.0
1.0,41.0,2.0,0.0,0.326697892,1.0,0.0,1.0
1.0,68.0,0.0,1.0,0.14981306,1.0,0.0,1.0
1.0,50.0,2.0,0.0,0.753589141,1.0,0.0,0.0
1.0,52.0,2.0,0.0,0.270353026,1.0,0.0,1.0
1.0,54.0,4.0,0.0,0.400530504,1.0,0.0,0.0
1.0,43.0,0.0,0.0,0.002164209,0.0,0.0,1.0
1.0,48.0,2.0,1.0,0.092323894,1.0,0.0,1.0
1.0,45.0,1.0,0.0,0.560858552,1.0,0.0,1.0
1.0,73.0,1.0,0.0,0.21048246,1.0,0.0,1.0
1.0,34.0,2.0,0.0,0.224205641,1.0,0.0,0.0
1.0,43.0,0.0,0.0,0.177823471,1.0,0.0,1.0
1.0,40.0,3.0,1.0,0.404337556,1.0,0.0,0.0
1.0,64.0,1.0,0.0,0.214162162,1.0,0.0,1.0
1.0,58.0,1.0,0.0,0.298047498,1.0,0.0,1.0
-1.0,80.0,1.0,0.0,1.715938979,1.0,0.0,0.0
1.0,50.0,1.0,0.0,0.53060302,1.0,0.0,1.0
1.0,60.0,0.0,0.0,0.025567776,1.0,0.0,1.0
1.0,46.0,0.0,0.0,0.341582302,1.0,0.0,1.0
1.0,62.0,0.0,0.0,0.400196726,1.0,0.0,1.0
1.0,50.0,1.0,0.0,0.741275866,1.0,0.0,1.0
1.0,41.0,2.0,0.0,0.431313737,1.0,0.0,1.0
-1.0,68.0,0.0,1.0,0.786108919,1.0,0.0,0.0
1.0,67.0,1.0,0.0,0.302315609,1.0,0.0,1.0
1.0,61.0,0.0,1.0,0.095484086,1.0,0.0,1.0
1.0,34.0,2.0,0.0,0.37465014,1.0,0.0,0.0
1.0,39.0,3.0,0.0,0.392063681,1.0,0.0,1.0
1.0,53.0,0.0,0.0,0.00579884,1.0,0.0,1.0
1.0,49.0,0.0,0.0,0.7230876540000001,1.0,0.0,0.0
1.0,70.0,0.0,0.0,0.117952266,0.0,0.0,0.0
1.0,39.0,3.0,0.0,0.146094878,1.0,0.0,1.0
1.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,68.0,0.0,0.0,0.08628613800000001,1.0,0.0,1.0
1.0,34.0,1.0,0.0,0.225318312,1.0,0.0,1.0
1.0,40.0,0.0,0.0,0.000230521,0.0,0.0,0.0
1.0,41.0,0.0,0.0,0.334940174,1.0,0.0,1.0
1.0,50.0,0.0,0.0,0.074347039,1.0,0.0,1.0
1.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,23.0,0.0,0.0,27.0,0.0,0.0,0.0
1.0,36.0,1.0,0.0,0.367151047,1.0,0.0,1.0
1.0,28.0,0.0,0.0,899.0,1.0,0.0,0.0
1.0,67.0,0.0,0.0,0.013410818,0.0,0.0,0.0
1.0,40.0,2.0,0.0,0.460378623,1.0,0.0,1.0
1.0,41.0,1.0,0.0,0.220677857,1.0,0.0,1.0
1.0,62.0,0.0,0.0,0.270454924,1.0,0.0,1.0
1.0,33.0,1.0,0.0,0.554289142,1.0,0.0,1.0
1.0,35.0,3.0,0.0,0.215997461,1.0,0.0,1.0
1.0,31.0,1.0,0.0,0.262931034,1.0,0.0,1.0
1.0,55.0,0.0,0.0,0.023210291,0.0,0.0,0.0
1.0,51.0,2.0,0.0,0.474924012,1.0,0.0,0.0
1.0,42.0,3.0,0.0,0.343519494,1.0,0.0,0.0
1.0,68.0,1.0,0.0,0.230471191,1.0,0.0,1.0
1.0,77.0,1.0,0.0,0.004329004,0.0,0.0,0.0
1.0,58.0,0.0,0.0,0.029371329,1.0,0.0,1.0
1.0,47.0,2.0,0.0,0.367907261,1.0,0.0,0.0
1.0,49.0,2.0,0.0,0.182587294,1.0,0.0,1.0
1.0,57.0,2.0,0.0,0.4251411470000001,1.0,0.0,1.0
-1.0,39.0,3.0,1.0,0.147104367,1.0,0.0,0.0
1.0,55.0,0.0,0.0,0.242732148,1.0,0.0,1.0
1.0,53.0,1.0,0.0,0.430861179,1.0,0.0,0.0
1.0,38.0,3.0,0.0,0.030312599,0.0,0.0,0.0
1.0,56.0,1.0,0.0,0.293633975,1.0,0.0,1.0
1.0,37.0,3.0,0.0,1.011661808,1.0,0.0,0.0
1.0,58.0,1.0,0.0,0.70302204,1.0,0.0,0.0
1.0,42.0,0.0,0.0,0.257285595,1.0,0.0,0.0
1.0,51.0,0.0,0.0,0.232044199,1.0,0.0,0.0
1.0,58.0,1.0,0.0,1.1750792490000002,1.0,0.0,0.0
1.0,46.0,3.0,1.0,2.676664667,1.0,0.0,0.0
1.0,53.0,2.0,0.0,0.295269618,1.0,0.0,1.0
1.0,28.0,0.0,1.0,0.749606918,1.0,0.0,0.0
1.0,61.0,0.0,0.0,0.239643727,1.0,0.0,1.0
1.0,58.0,2.0,0.0,0.018195896,0.0,0.0,1.0
1.0,64.0,1.0,0.0,0.052926276,1.0,0.0,1.0
1.0,46.0,2.0,0.0,0.386835279,1.0,0.0,0.0
1.0,39.0,2.0,0.0,0.310336208,1.0,0.0,1.0
1.0,51.0,0.0,1.0,0.039368544,0.0,0.0,1.0
1.0,32.0,0.0,0.0,2.14985015,1.0,0.0,0.0
1.0,54.0,2.0,0.0,0.311981648,1.0,0.0,1.0
1.0,60.0,1.0,0.0,0.240646613,1.0,0.0,1.0
1.0,55.0,1.0,1.0,0.922963587,1.0,0.0,0.0
-1.0,35.0,1.0,1.0,0.107934055,0.0,0.0,0.0
1.0,30.0,0.0,0.0,0.122886748,1.0,0.0,1.0
1.0,43.0,1.0,1.0,0.163255741,1.0,0.0,1.0
1.0,53.0,0.0,0.0,0.304674255,1.0,0.0,0.0
1.0,25.0,0.0,0.0,0.012256669,0.0,0.0,0.0
1.0,51.0,1.0,0.0,0.6830380629999999,1.0,0.0,1.0
1.0,54.0,0.0,0.0,0.228049265,1.0,0.0,1.0
1.0,38.0,2.0,0.0,0.752055099,1.0,0.0,0.0
1.0,68.0,0.0,0.0,0.897120576,1.0,0.0,0.0
1.0,42.0,2.0,0.0,0.50010636,1.0,0.0,0.0
1.0,48.0,2.0,0.0,0.190258534,1.0,0.0,1.0
1.0,61.0,0.0,0.0,0.29463171,1.0,0.0,0.0
1.0,63.0,1.0,0.0,0.269432642,1.0,0.0,0.0
-1.0,49.0,2.0,1.0,0.0,0.0,0.0,0.0
1.0,76.0,1.0,0.0,0.101918465,0.0,0.0,0.0
1.0,61.0,0.0,0.0,0.38278646,1.0,0.0,1.0
1.0,75.0,1.0,0.0,0.229332669,1.0,0.0,0.0
1.0,41.0,1.0,0.0,0.250826641,1.0,0.0,1.0
1.0,59.0,1.0,0.0,0.274465692,1.0,0.0,1.0
1.0,39.0,3.0,1.0,0.74327957,1.0,0.0,0.0
1.0,44.0,2.0,0.0,0.435011816,1.0,0.0,1.0
1.0,55.0,0.0,0.0,0.178210764,0.0,0.0,1.0
1.0,44.0,3.0,0.0,0.03029385,1.0,0.0,0.0
1.0,54.0,0.0,0.0,0.153310105,1.0,0.0,1.0
1.0,69.0,0.0,0.0,0.374284416,1.0,0.0,1.0
1.0,58.0,6.0,0.0,0.091181764,1.0,0.0,0.0
1.0,70.0,0.0,0.0,0.005165805999999999,1.0,0.0,1.0
1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,48.0,2.0,0.0,1.020478206,1.0,0.0,1.0
1.0,58.0,0.0,1.0,0.079633377,0.0,0.0,1.0
1.0,53.0,3.0,0.0,0.25093413,1.0,0.0,1.0
1.0,59.0,0.0,0.0,0.377480388,1.0,0.0,1.0
-1.0,54.0,2.0,0.0,0.378419891,1.0,0.0,1.0
1.0,42.0,3.0,0.0,0.532761015,1.0,0.0,1.0
1.0,63.0,1.0,0.0,0.246289864,1.0,0.0,1.0
1.0,35.0,1.0,0.0,0.411294353,1.0,0.0,0.0
1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,56.0,3.0,0.0,0.168011682,1.0,0.0,1.0
1.0,31.0,1.0,1.0,0.715634546,1.0,0.0,0.0
1.0,61.0,0.0,0.0,0.003718674,0.0,0.0,1.0
1.0,46.0,2.0,0.0,0.15359616,1.0,0.0,1.0
1.0,63.0,0.0,1.0,0.767096522,1.0,0.0,0.0
-1.0,64.0,0.0,1.0,0.5468920389999999,1.0,0.0,0.0
1.0,61.0,0.0,0.0,0.761633615,1.0,0.0,1.0
1.0,47.0,0.0,1.0,0.190374123,1.0,0.0,1.0
1.0,34.0,0.0,0.0,0.629592602,1.0,0.0,0.0
1.0,64.0,0.0,0.0,0.446637196,1.0,0.0,1.0
1.0,59.0,0.0,0.0,0.356017356,1.0,0.0,0.0
1.0,88.0,0.0,0.0,0.125446322,0.0,0.0,0.0
1.0,27.0,3.0,1.0,0.207669108,0.0,0.0,0.0
1.0,40.0,3.0,1.0,0.153339605,0.0,0.0,0.0
1.0,56.0,2.0,0.0,0.317410139,1.0,0.0,1.0
1.0,65.0,0.0,0.0,0.17159519,1.0,0.0,1.0
1.0,37.0,2.0,0.0,0.815606776,1.0,0.0,0.0
1.0,47.0,4.0,0.0,0.429319372,1.0,0.0,0.0
1.0,41.0,0.0,1.0,0.218593802,0.0,0.0,0.0
1.0,47.0,2.0,0.0,0.6760732,1.0,0.0,1.0
1.0,64.0,0.0,0.0,0.186887303,1.0,0.0,1.0
1.0,55.0,0.0,0.0,0.450637341,1.0,0.0,0.0
1.0,29.0,2.0,0.0,0.7318366070000001,1.0,0.0,0.0
1.0,65.0,1.0,1.0,0.146699267,1.0,0.0,0.0
1.0,27.0,0.0,0.0,2.225433526,1.0,0.0,0.0
-1.0,64.0,0.0,1.0,0.280532939,0.0,0.0,0.0
-1.0,69.0,0.0,1.0,1.029385035,1.0,0.0,0.0
1.0,39.0,1.0,0.0,0.373925215,1.0,0.0,1.0
1.0,48.0,1.0,0.0,0.117010816,1.0,0.0,1.0
1.0,34.0,0.0,0.0,0.217565203,1.0,0.0,1.0
1.0,61.0,1.0,1.0,0.419950579,1.0,0.0,1.0
1.0,64.0,1.0,0.0,0.242534793,1.0,0.0,1.0
1.0,40.0,1.0,0.0,0.458165158,1.0,0.0,1.0
1.0,57.0,1.0,0.0,0.482282847,1.0,0.0,1.0
1.0,73.0,0.0,0.0,0.029077692,1.0,0.0,0.0
1.0,56.0,0.0,0.0,0.08591918400000001,1.0,0.0,1.0
1.0,40.0,0.0,0.0,0.185507587,1.0,0.0,1.0
1.0,52.0,0.0,0.0,0.243195786,1.0,0.0,1.0
1.0,67.0,0.0,0.0,0.189315303,1.0,0.0,1.0
1.0,46.0,2.0,1.0,0.282960954,1.0,0.0,1.0
1.0,32.0,1.0,0.0,0.080729637,1.0,0.0,1.0
1.0,56.0,3.0,1.0,0.264602441,1.0,0.0,1.0
1.0,46.0,0.0,0.0,0.322855464,1.0,0.0,0.0
1.0,38.0,0.0,0.0,0.586126052,1.0,0.0,1.0
-1.0,69.0,0.0,1.0,0.021958243,1.0,0.0,1.0
1.0,54.0,2.0,0.0,0.649878804,1.0,0.0,1.0
1.0,49.0,0.0,1.0,0.175397522,1.0,0.0,1.0
1.0,72.0,0.0,0.0,0.747679124,1.0,0.0,0.0
1.0,46.0,0.0,0.0,1.196078431,1.0,0.0,0.0
1.0,63.0,0.0,0.0,0.002699865,1.0,0.0,1.0
1.0,74.0,1.0,0.0,0.129350556,1.0,0.0,1.0
1.0,62.0,3.0,0.0,0.468453155,1.0,0.0,1.0
1.0,58.0,2.0,0.0,0.371828521,1.0,0.0,1.0
1.0,44.0,3.0,0.0,0.51070091,1.0,0.0,1.0
1.0,74.0,0.0,0.0,0.4869151470000001,1.0,0.0,0.0
1.0,41.0,2.0,0.0,0.371086707,1.0,0.0,1.0
1.0,58.0,0.0,0.0,0.436412717,1.0,0.0,0.0
1.0,66.0,1.0,0.0,0.218550107,1.0,0.0,0.0
1.0,45.0,2.0,0.0,0.462218804,1.0,0.0,1.0
1.0,72.0,0.0,0.0,0.479631053,1.0,0.0,0.0
1.0,56.0,3.0,1.0,0.194236489,1.0,0.0,1.0
1.0,60.0,0.0,0.0,0.15884134800000002,1.0,0.0,1.0
1.0,38.0,2.0,0.0,0.00893504,0.0,0.0,0.0
1.0,81.0,0.0,0.0,0.308492201,1.0,0.0,1.0
1.0,47.0,2.0,0.0,0.054744914000000006,1.0,0.0,1.0
1.0,57.0,0.0,0.0,0.023488256,0.0,0.0,0.0
-1.0,40.0,2.0,0.0,0.345722483,1.0,0.0,1.0
1.0,45.0,2.0,1.0,0.288354139,1.0,0.0,1.0
1.0,27.0,0.0,0.0,0.007405579,0.0,0.0,0.0
1.0,40.0,1.0,0.0,0.496751624,1.0,0.0,0.0
1.0,70.0,0.0,0.0,0.006895332,1.0,0.0,1.0
1.0,43.0,3.0,1.0,0.324061449,1.0,0.0,1.0
1.0,87.0,0.0,0.0,0.217963673,1.0,0.0,1.0
1.0,50.0,1.0,0.0,0.338989236,1.0,0.0,1.0
1.0,50.0,0.0,0.0,0.923845194,1.0,0.0,0.0
1.0,68.0,0.0,0.0,0.550603915,1.0,0.0,0.0
1.0,38.0,2.0,0.0,0.523499049,1.0,0.0,0.0
-1.0,39.0,2.0,1.0,0.246419817,0.0,0.0,1.0
1.0,54.0,0.0,0.0,0.555920583,1.0,0.0,1.0
1.0,46.0,1.0,0.0,0.246845989,1.0,0.0,0.0
