NotSeriousDlqin2yrs,Age,NumberOfDependents,DebtRatio,MonthlyIncome,CreditLineUtilization,NumberRealEstateLoansOrLines,NumberOfOpenCreditLinesAndLoans,HistoryOfLatePayment,HistoryOfLatePaymentInPast2Years,HistoryOfDelinquency,HistoryOfDelinquencyInPast2Years
1.0,56.0,0.0,1.304836895,2666.0,0.036397573,1.0,3.0,False,False,False,False
1.0,52.0,0.0,0.374418204,5800.0,0.014051583,4.0,9.0,False,False,False,False
1.0,36.0,3.0,0.712914834,2500.0,0.112994053,1.0,7.0,False,False,False,False
1.0,51.0,0.0,0.171443807,7500.0,0.902809719,0.0,5.0,False,False,False,False
1.0,42.0,0.0,0.004999375,8000.0,0.025430726,0.0,8.0,False,False,False,False
1.0,35.0,1.0,0.329280156,6167.0,0.0,2.0,8.0,True,True,False,False
1.0,63.0,1.0,0.407331453,3900.0,0.097324585,1.0,17.0,True,True,False,False
1.0,47.0,0.0,0.473032714,7916.0,0.260402258,1.0,6.0,False,False,False,False
1.0,38.0,1.0,0.801389327,3166.0,0.509936183,2.0,7.0,False,False,False,False
1.0,49.0,2.0,0.763525477,5082.0,0.138075884,2.0,18.0,True,True,False,False
1.0,79.0,0.0,0.008758568,5251.0,0.022388578,0.0,9.0,False,False,False,False
1.0,38.0,0.0,0.055797971,18333.0,0.175248985,0.0,6.0,False,False,False,False
1.0,52.0,0.0,0.152401747,2289.0,0.041825288,0.0,5.0,False,False,False,False
1.0,54.0,1.0,1.2015,5999.0,0.181347045,5.0,17.0,False,False,False,False
1.0,31.0,0.0,0.386522695,5000.0,1.039488672,2.0,5.0,False,False,False,False
1.0,29.0,0.0,0.19021886,3700.0,0.692734948,0.0,5.0,False,False,False,False
1.0,68.0,0.0,0.196700825,4000.0,0.237660381,1.0,9.0,False,False,False,False
1.0,54.0,1.0,9.15e-05,10933.0,0.000876385,0.0,4.0,False,False,False,False
1.0,39.0,2.0,0.355973591,11056.0,0.0,2.0,7.0,False,False,False,False
1.0,37.0,3.0,0.3557263,9630.0,0.040709787,2.0,17.0,False,False,False,False
1.0,80.0,0.0,0.289883268,3083.0,0.0,1.0,6.0,False,False,False,False
1.0,28.0,0.0,0.073985203,5000.0,0.048204139,0.0,10.0,False,False,False,False
1.0,49.0,0.0,0.187325256,8583.0,0.969068729,1.0,2.0,False,False,False,False
1.0,67.0,0.0,0.221561531,3867.0,0.016507656,1.0,11.0,False,False,False,False
1.0,72.0,0.0,0.006397441,2500.0,0.024172862,0.0,5.0,False,False,False,False
1.0,48.0,3.0,0.217062582,20500.0,0.054683719,1.0,8.0,False,False,False,False
-1.0,42.0,3.0,0.214506453,5500.0,0.978556747,0.0,7.0,False,False,False,False
1.0,38.0,0.0,0.012905749,2556.0,0.044760129,0.0,3.0,False,False,False,False
1.0,48.0,3.0,0.275520699,23333.0,0.002620862,2.0,8.0,False,False,False,False
1.0,51.0,4.0,0.22293991,5108.0,0.135227031,0.0,9.0,False,False,False,False
1.0,47.0,2.0,0.314773315,5800.0,0.929192699,2.0,6.0,False,False,False,False
1.0,49.0,0.0,0.556510459,6166.0,0.42112025,2.0,9.0,False,False,False,False
1.0,45.0,2.0,0.174115268,14834.0,0.057995563,2.0,20.0,False,False,False,False
1.0,39.0,1.0,0.517233857,4583.0,0.582736211,1.0,12.0,True,True,False,False
1.0,53.0,2.0,0.348496086,12134.0,0.191907772,1.0,12.0,False,False,False,False
1.0,60.0,1.0,0.51995667,12000.0,0.012564671,4.0,6.0,False,False,False,False
1.0,38.0,0.0,0.324478649,12083.0,0.046192885,1.0,8.0,False,False,False,False
1.0,71.0,0.0,0.146023468,2300.0,0.0,0.0,3.0,False,False,False,False
1.0,62.0,2.0,0.237569823,14500.0,0.09964974,1.0,10.0,False,False,False,False
1.0,40.0,3.0,0.755692085,8300.0,0.675929176,1.0,17.0,True,True,False,False
1.0,62.0,0.0,1062.0,1.0,0.287526944,2.0,9.0,False,False,False,False
1.0,39.0,0.0,0.401813092,7500.0,0.9999999,2.0,4.0,False,False,False,False
1.0,45.0,2.0,0.069082535,8250.0,0.642914583,0.0,10.0,False,False,False,False
1.0,87.0,0.0,0.000849958,20000.0,0.009189462,0.0,6.0,False,False,False,False
1.0,31.0,1.0,0.463768116,2000.0,0.9999999,0.0,5.0,False,False,False,False
1.0,36.0,0.0,0.733706517,2500.0,0.369844089,2.0,11.0,False,False,False,False
1.0,50.0,0.0,0.74748924,2090.0,0.836581709,1.0,6.0,True,True,False,False
1.0,35.0,2.0,0.014968656,160000.0,0.025474142,1.0,21.0,False,False,False,False
1.0,44.0,0.0,0.264255212,3980.0,0.102578754,1.0,13.0,False,False,False,False
-1.0,51.0,0.0,0.293369219,4086.0,0.9999999,0.0,7.0,False,False,True,True
-1.0,33.0,2.0,0.430443367,5570.0,1.173509286,0.0,13.0,True,True,True,True
1.0,52.0,0.0,0.261602452,4567.0,0.558117775,0.0,10.0,False,False,False,False
1.0,73.0,0.0,0.007746127,4001.0,0.008218903,0.0,8.0,False,False,False,False
1.0,32.0,0.0,0.1936008,8000.0,0.663293468,1.0,12.0,False,False,False,False
-1.0,66.0,2.0,0.698974359,7799.0,0.946487433,2.0,20.0,True,True,False,False
1.0,67.0,0.0,0.428081703,7000.0,0.061509663,1.0,6.0,False,False,False,False
1.0,63.0,1.0,0.696776418,5800.0,0.370587777,2.0,10.0,False,False,False,False
1.0,52.0,0.0,0.363432303,9800.0,0.69433066,1.0,11.0,False,False,False,False
-1.0,28.0,3.0,0.448387903,4000.0,0.899707737,2.0,6.0,False,False,False,False
1.0,28.0,0.0,0.379666402,1258.0,0.9999999,0.0,4.0,True,True,False,False
1.0,68.0,0.0,0.376014991,1600.0,0.430440471,0.0,20.0,False,False,False,False
1.0,44.0,3.0,0.799561083,4100.0,0.515014697,1.0,6.0,False,False,False,False
1.0,47.0,2.0,0.60340643,23484.0,0.030713554,9.0,19.0,True,True,False,False
1.0,47.0,1.0,0.101305042,10650.0,0.400644885,1.0,10.0,True,True,False,False
1.0,52.0,2.0,0.231110563,8112.0,0.037479097,1.0,12.0,False,False,False,False
1.0,43.0,0.0,0.281870596,4682.0,0.98721876,0.0,12.0,False,False,False,False
1.0,63.0,0.0,0.103057905,7684.0,0.060327335,1.0,10.0,False,False,False,False
1.0,24.0,0.0,0.120055517,1440.0,0.9999999,0.0,2.0,True,True,False,False
1.0,49.0,2.0,0.454463154,5522.0,0.048811483,1.0,3.0,False,False,False,False
1.0,67.0,1.0,0.203811746,5141.0,0.015749606,1.0,6.0,False,False,False,False
1.0,85.0,0.0,0.009075527,6500.0,0.04919877,0.0,3.0,False,False,False,False
1.0,64.0,1.0,0.228626179,6783.0,0.045715905,1.0,8.0,False,False,False,False
1.0,75.0,0.0,0.004882514,3276.0,0.018290845,0.0,6.0,False,False,False,False
1.0,74.0,0.0,0.005450942,4035.0,0.003151647,0.0,8.0,False,False,False,False
1.0,31.0,2.0,0.301395543,4800.0,0.9999999,0.0,6.0,True,True,False,False
1.0,60.0,0.0,0.001212121,3299.0,0.006380649,0.0,2.0,False,False,False,False
1.0,52.0,0.0,0.290598291,6200.0,0.0,2.0,4.0,False,False,False,False
1.0,59.0,0.0,0.269033433,12083.0,0.005256591,1.0,13.0,False,False,False,False
1.0,51.0,0.0,0.205980066,8427.0,0.009838685,1.0,17.0,False,False,False,False
1.0,42.0,3.0,0.494712555,5200.0,0.123630225,2.0,11.0,False,False,False,False
1.0,35.0,0.0,0.000666556,6000.0,0.023026814,0.0,4.0,False,False,False,False
1.0,44.0,2.0,0.795195341,4120.0,0.574407298,1.0,13.0,False,False,False,False
1.0,40.0,2.0,0.212505951,6300.0,0.818814495,0.0,6.0,True,True,False,False
1.0,47.0,1.0,0.087564974,2500.0,1.302788845,0.0,3.0,True,True,True,True
1.0,67.0,0.0,0.261601456,2197.0,0.519931802,0.0,5.0,False,False,False,False
1.0,29.0,0.0,0.250681694,5500.0,0.9999999,0.0,5.0,True,True,True,True
1.0,33.0,0.0,0.094374833,3750.0,0.265036748,0.0,6.0,False,False,False,False
1.0,24.0,0.0,0.241594996,2557.0,0.412198475,0.0,4.0,False,False,False,False
1.0,51.0,0.0,0.301515733,10423.0,0.313294778,2.0,13.0,False,False,False,False
1.0,33.0,0.0,0.139715071,4000.0,0.0,0.0,3.0,False,False,False,False
-1.0,29.0,2.0,0.538120731,5416.0,0.602389348,2.0,12.0,True,True,False,False
1.0,40.0,1.0,0.807846845,4230.0,0.968982946,1.0,9.0,False,False,False,False
1.0,64.0,1.0,0.325173986,8333.0,0.036490092,1.0,12.0,False,False,False,False
-1.0,47.0,2.0,0.160528935,7032.0,0.944111776,1.0,3.0,True,True,True,True
1.0,42.0,0.0,0.011660189,1800.0,0.876615746,0.0,2.0,False,False,False,False
1.0,63.0,0.0,1646.0,0.0,0.0,1.0,4.0,False,False,False,False
1.0,39.0,1.0,0.506749518,14000.0,0.090979967,5.0,8.0,False,False,False,False
1.0,41.0,1.0,0.48557555,3500.0,0.9999999,2.0,4.0,False,False,False,False
1.0,64.0,0.0,0.558800922,1300.0,0.06997587,0.0,5.0,False,False,False,False
1.0,47.0,4.0,0.434970318,3705.0,0.025103728,1.0,9.0,False,False,False,False
1.0,72.0,1.0,0.131373725,5000.0,0.106597625,1.0,2.0,False,False,False,False
1.0,35.0,0.0,0.148450491,6614.0,0.766274161,0.0,8.0,True,True,False,False
1.0,69.0,0.0,0.567858035,4000.0,0.516082551,0.0,17.0,False,False,False,False
1.0,46.0,2.0,0.00091832,19600.0,0.9999999,0.0,0.0,False,False,True,True
1.0,46.0,0.0,0.026338148,9415.0,0.005487136,0.0,6.0,False,False,False,False
1.0,43.0,1.0,0.196408061,9576.0,0.142270768,2.0,10.0,False,False,False,False
1.0,54.0,1.0,0.198000328,6100.0,0.007911811,1.0,17.0,False,False,False,False
1.0,69.0,0.0,0.188934387,10500.0,0.9999999,1.0,12.0,False,False,False,False
1.0,30.0,0.0,0.643112063,1400.0,0.188973004,1.0,6.0,False,False,False,False
1.0,57.0,0.0,0.523066711,3012.0,0.9999999,1.0,2.0,True,True,False,False
1.0,54.0,0.0,0.008904375,5165.0,0.0,0.0,5.0,False,False,False,False
1.0,47.0,3.0,0.104946754,5821.0,0.103375481,0.0,10.0,True,True,False,False
1.0,35.0,2.0,0.08312536,5208.0,0.055676222,0.0,13.0,False,False,False,False
1.0,48.0,4.0,0.016569062,7000.0,0.206041787,0.0,6.0,False,False,False,False
1.0,67.0,0.0,0.257155838,2200.0,0.111120858,1.0,8.0,False,False,False,False
1.0,55.0,0.0,0.113954418,2500.0,0.117516219,0.0,16.0,False,False,False,False
1.0,65.0,0.0,0.005415538,4800.0,0.024277103,0.0,7.0,False,False,False,False
1.0,33.0,0.0,0.630123292,3000.0,0.012238197,1.0,7.0,False,False,False,False
1.0,43.0,0.0,1.133216696,4000.0,0.320926615,3.0,9.0,False,False,False,False
1.0,35.0,2.0,0.383455103,4242.0,0.0,1.0,7.0,False,False,False,False
1.0,49.0,0.0,0.468271335,4112.0,0.258834496,0.0,11.0,True,True,False,False
1.0,57.0,0.0,0.307639367,4358.0,0.002838505,2.0,17.0,True,True,False,False
1.0,82.0,0.0,0.003938041,3808.0,0.01124707,0.0,2.0,False,False,False,False
-1.0,27.0,0.0,0.279125567,3750.0,0.9999999,0.0,4.0,False,False,True,True
1.0,45.0,0.0,0.098980204,5000.0,0.473586469,0.0,6.0,False,False,False,False
1.0,40.0,0.0,0.268872802,2900.0,0.998476336,0.0,4.0,False,False,False,False
1.0,56.0,0.0,0.259521402,8900.0,0.0,1.0,2.0,False,False,False,False
1.0,41.0,0.0,0.0,692.0,0.9999999,0.0,0.0,False,False,False,False
1.0,74.0,0.0,0.510146645,6750.0,0.000778455,3.0,14.0,False,False,False,False
1.0,49.0,2.0,0.685100548,4375.0,0.434585502,2.0,19.0,False,False,False,False
1.0,79.0,0.0,0.347361079,4300.0,0.212017522,0.0,18.0,False,False,False,False
-1.0,66.0,0.0,1.92453426,3166.0,0.812318607,2.0,14.0,True,True,True,True
1.0,46.0,1.0,0.162449235,3200.0,0.312569849,0.0,11.0,False,False,False,False
1.0,34.0,0.0,0.775690358,4417.0,0.0,4.0,12.0,False,False,False,False
1.0,37.0,0.0,0.295122709,6437.0,0.9999999,2.0,8.0,False,False,False,False
1.0,62.0,1.0,0.270623742,4969.0,0.008253289,1.0,4.0,False,False,False,False
1.0,56.0,0.0,0.012497917,6000.0,0.9999999,0.0,5.0,False,False,False,False
1.0,44.0,1.0,0.106489351,10000.0,0.888627172,0.0,4.0,True,True,False,False
1.0,68.0,0.0,1.306553911,945.0,0.036393938,2.0,10.0,False,False,False,False
1.0,49.0,1.0,0.763809048,4000.0,0.024955625,2.0,12.0,False,False,False,False
1.0,50.0,0.0,0.307866761,7054.0,0.092017992,2.0,9.0,False,False,False,False
1.0,47.0,3.0,0.517827391,3000.0,0.165404942,1.0,8.0,False,False,False,False
-1.0,75.0,0.0,0.225887056,2000.0,0.146471656,0.0,7.0,True,True,True,True
-1.0,52.0,7.0,0.175149014,4361.0,1.006997667,0.0,5.0,True,True,False,False
1.0,52.0,1.0,0.319902229,13500.0,0.055800789,1.0,13.0,False,False,False,False
1.0,65.0,2.0,0.142558344,9083.0,0.017278968,1.0,6.0,False,False,False,False
1.0,23.0,0.0,0.0,820.0,0.0,0.0,2.0,False,False,False,False
1.0,57.0,0.0,0.364338907,7116.0,0.000416655,2.0,6.0,False,False,False,False
1.0,73.0,0.0,0.0,1642.0,0.0,0.0,2.0,False,False,False,False
1.0,33.0,0.0,0.026495584,6000.0,0.62215114,0.0,2.0,False,False,False,False
1.0,50.0,0.0,0.536692661,5000.0,0.508143734,2.0,11.0,True,True,False,False
1.0,33.0,0.0,0.278491859,3500.0,0.725970369,0.0,7.0,True,True,False,False
1.0,51.0,2.0,0.166959321,6833.0,0.245960972,0.0,12.0,False,False,False,False
1.0,76.0,0.0,0.399838937,9933.0,0.415109695,2.0,13.0,False,False,False,False
1.0,39.0,0.0,0.175025853,7735.0,0.101499674,1.0,5.0,False,False,False,False
1.0,50.0,0.0,0.06031746,2519.0,0.485183863,0.0,10.0,True,True,True,True
1.0,56.0,2.0,1.043353064,6250.0,0.0,3.0,9.0,False,False,False,False
1.0,53.0,2.0,0.372557928,8803.0,0.535191278,2.0,3.0,False,False,False,False
1.0,57.0,0.0,0.07784649,5497.0,0.031007752,1.0,8.0,False,False,False,False
1.0,60.0,2.0,0.625570333,10300.0,0.018288499,4.0,18.0,False,False,False,False
1.0,33.0,0.0,0.37872144,4332.0,0.075431503,2.0,11.0,False,False,False,False
1.0,61.0,0.0,0.488536155,3401.0,0.061775032,2.0,15.0,True,True,False,False
-1.0,41.0,0.0,0.321886144,7570.0,0.11540755,2.0,7.0,True,True,False,False
1.0,32.0,1.0,0.083976608,4274.0,0.603179807,0.0,6.0,True,True,False,False
1.0,47.0,2.0,0.4916182,5845.0,0.784511972,1.0,10.0,False,False,False,False
1.0,55.0,0.0,0.205518554,4203.0,0.050294317,0.0,9.0,False,False,False,False
1.0,69.0,0.0,1496.0,0.0,0.0,2.0,10.0,False,False,False,False
1.0,58.0,1.0,0.348278365,12400.0,0.039128888,2.0,7.0,False,False,False,False
1.0,68.0,0.0,0.140705999,8101.0,0.875340631,0.0,16.0,True,True,False,False
1.0,38.0,3.0,0.483172276,3000.0,0.171062753,0.0,9.0,False,False,False,False
1.0,29.0,1.0,0.307466196,1700.0,1.022994251,0.0,2.0,False,False,False,False
1.0,56.0,0.0,0.191488169,17833.0,0.009742161,3.0,19.0,False,False,False,False
1.0,30.0,1.0,0.011497126,4000.0,0.061317547,0.0,7.0,False,False,False,False
-1.0,63.0,0.0,0.394614387,13108.0,0.002781775,5.0,13.0,True,True,False,False
1.0,59.0,1.0,0.365447517,6725.0,0.01650336,2.0,10.0,False,False,False,False
1.0,51.0,2.0,0.759387139,4633.0,0.783577998,2.0,15.0,False,False,False,False
1.0,30.0,0.0,0.108254784,3500.0,0.9999999,0.0,1.0,True,True,False,False
1.0,64.0,1.0,0.142474558,5600.0,0.14203046,0.0,7.0,False,False,False,False
1.0,69.0,0.0,0.238346949,2080.0,0.138144067,1.0,3.0,False,False,False,False
1.0,65.0,0.0,0.359187442,3248.0,0.102636038,2.0,6.0,False,False,False,False
1.0,47.0,0.0,0.502882014,8500.0,0.168801446,2.0,12.0,False,False,False,False
1.0,25.0,0.0,0.268325189,2250.0,0.188520765,0.0,4.0,False,False,False,False
1.0,45.0,0.0,0.0,2835.0,0.0,0.0,3.0,False,False,False,False
1.0,67.0,1.0,0.408150664,3238.0,0.032759972,1.0,13.0,False,False,False,False
1.0,50.0,0.0,0.220779221,4003.0,0.329740128,0.0,18.0,False,False,False,False
1.0,26.0,0.0,1.249169435,300.0,0.643552785,0.0,6.0,False,False,False,False
1.0,39.0,3.0,0.431696788,13666.0,0.008185813,2.0,7.0,False,False,False,False
1.0,75.0,0.0,0.419222904,4400.0,0.157335454,2.0,22.0,True,True,False,False
1.0,44.0,1.0,0.133790738,4080.0,0.409571701,0.0,7.0,False,False,False,False
1.0,55.0,0.0,0.001599787,7500.0,0.010223071,0.0,3.0,False,False,False,False
1.0,36.0,0.0,0.500313283,3191.0,0.9999999,2.0,8.0,False,False,False,False
1.0,29.0,0.0,0.47696737,3125.0,0.769153563,0.0,15.0,False,False,False,False
1.0,67.0,0.0,0.460394199,2688.0,0.355774874,1.0,6.0,False,False,True,True
1.0,68.0,1.0,0.618629767,8888.0,0.985119926,3.0,17.0,False,False,False,False
1.0,47.0,6.0,0.000666593,9000.0,0.002782716,0.0,10.0,True,True,True,True
1.0,76.0,0.0,0.126291236,6001.0,0.014604538,1.0,11.0,False,False,False,False
-1.0,58.0,0.0,1.067012218,2700.0,1.000802432,1.0,14.0,True,True,False,False
-1.0,36.0,0.0,0.110245103,9750.0,0.510970258,0.0,6.0,True,True,True,True
1.0,56.0,1.0,0.064526485,6229.0,0.254468191,0.0,4.0,False,False,False,False
1.0,72.0,0.0,0.383764413,6417.0,0.0643403,2.0,9.0,False,False,False,False
1.0,42.0,2.0,0.137046684,4990.0,0.090876365,1.0,8.0,False,False,False,False
1.0,53.0,0.0,0.511407808,5916.0,0.357975415,2.0,7.0,False,False,False,False
1.0,44.0,1.0,0.08617313,7658.0,0.053758381,0.0,4.0,False,False,False,False
1.0,31.0,0.0,0.273456295,2493.0,1.127744511,0.0,5.0,True,True,True,True
1.0,56.0,1.0,0.774647887,2200.0,0.386967015,1.0,8.0,False,False,False,False
1.0,39.0,3.0,0.464982352,5382.0,0.601785963,1.0,8.0,False,False,False,False
1.0,50.0,1.0,0.468915964,3200.0,0.054803154,1.0,8.0,False,False,False,False
1.0,29.0,0.0,0.295299145,4679.0,0.071480589,1.0,5.0,False,False,False,False
1.0,40.0,0.0,0.402112467,6721.0,0.406345174,1.0,10.0,False,False,False,False
1.0,48.0,2.0,0.709572607,4000.0,0.330098647,2.0,10.0,False,False,False,False
1.0,66.0,0.0,0.268505974,8118.0,0.326074881,2.0,7.0,False,False,False,False
-1.0,53.0,4.0,0.406259374,10000.0,1.774542674,3.0,13.0,False,False,False,False
1.0,67.0,1.0,0.010976275,14667.0,0.048052789,0.0,5.0,False,False,False,False
1.0,41.0,2.0,0.473815773,8000.0,0.173945363,2.0,8.0,False,False,False,False
1.0,65.0,0.0,0.358423267,10933.0,0.24431976,1.0,9.0,False,False,False,False
1.0,26.0,0.0,0.07751938,5417.0,0.072409488,0.0,3.0,False,False,False,False
-1.0,30.0,0.0,0.414065104,9000.0,0.068827347,2.0,6.0,True,True,False,False
1.0,52.0,1.0,0.59161055,7127.0,0.0,2.0,4.0,False,False,False,False
1.0,54.0,3.0,0.58899593,19410.0,0.744454303,4.0,25.0,False,False,False,False
1.0,34.0,0.0,0.143309448,6000.0,0.169961162,0.0,6.0,False,False,False,False
1.0,65.0,0.0,0.549725137,2000.0,0.010553208,1.0,19.0,False,False,False,False
1.0,54.0,0.0,0.636049724,5791.0,0.112853683,2.0,12.0,False,False,False,False
1.0,31.0,1.0,0.366275716,5200.0,0.097994933,1.0,14.0,False,False,False,False
1.0,45.0,0.0,0.298720417,8830.0,0.757467351,1.0,11.0,False,False,False,False
-1.0,30.0,0.0,0.346896071,4300.0,1.147748621,0.0,11.0,False,False,False,False
1.0,50.0,2.0,2.718080548,1166.0,0.03522786,4.0,10.0,True,True,False,False
1.0,80.0,0.0,0.071219812,6500.0,0.041305645,0.0,4.0,False,False,False,False
-1.0,24.0,0.0,0.009024644,2880.0,0.619557459,0.0,1.0,False,False,False,False
1.0,54.0,0.0,0.147387447,6085.0,0.051442756,0.0,6.0,False,False,False,False
1.0,53.0,2.0,0.281781587,7700.0,0.023799048,1.0,3.0,False,False,False,False
1.0,48.0,0.0,0.465561694,5429.0,0.550178099,2.0,11.0,False,False,False,False
1.0,51.0,0.0,0.293121693,1889.0,0.373089559,0.0,2.0,False,False,False,False
1.0,39.0,1.0,0.223462756,6000.0,0.9999999,0.0,3.0,False,False,False,False
1.0,39.0,2.0,0.380089374,12083.0,0.482385848,2.0,21.0,False,False,False,False
1.0,38.0,1.0,0.24831667,4900.0,0.966075258,0.0,7.0,False,False,False,False
1.0,53.0,2.0,0.266690195,17000.0,0.276023991,2.0,10.0,False,False,False,False
1.0,76.0,0.0,0.083923706,3669.0,0.026081109,0.0,7.0,False,False,False,False
1.0,48.0,2.0,0.151428256,9066.0,0.162475002,1.0,6.0,False,False,False,False
1.0,41.0,1.0,0.394598436,7034.0,0.150895824,2.0,12.0,False,False,False,False
1.0,74.0,0.0,0.006932021,4471.0,0.00859716,0.0,11.0,False,False,False,False
1.0,32.0,1.0,0.079793617,8333.0,0.543675016,0.0,6.0,False,False,False,False
1.0,55.0,0.0,0.656137545,2500.0,0.003137937,1.0,15.0,False,False,False,False
1.0,51.0,0.0,0.445156125,3746.0,0.167462636,2.0,14.0,True,True,True,True
1.0,55.0,1.0,0.548013681,3800.0,0.368667358,1.0,9.0,False,False,False,False
1.0,63.0,1.0,0.130962067,25808.0,0.138214363,2.0,9.0,False,False,False,False
1.0,42.0,0.0,0.285428643,4000.0,0.089851608,1.0,7.0,False,False,False,False
-1.0,41.0,3.0,0.212072435,2484.0,0.9999999,0.0,1.0,True,True,False,False
1.0,59.0,0.0,0.370893729,13728.0,0.518261098,2.0,19.0,False,False,False,False
1.0,54.0,0.0,0.023654439,2916.0,0.028808576,0.0,12.0,False,False,False,False
1.0,37.0,1.0,0.191292424,5833.0,0.436607893,0.0,10.0,False,False,False,False
1.0,43.0,0.0,0.344145745,4500.0,0.9999999,1.0,4.0,False,False,False,False
1.0,56.0,0.0,0.385871376,3000.0,0.336975111,1.0,9.0,False,False,False,False
1.0,72.0,0.0,0.092517007,1469.0,0.063855733,0.0,14.0,True,True,False,False
1.0,48.0,2.0,0.300092638,18350.0,0.128612923,2.0,10.0,False,False,False,False
-1.0,32.0,1.0,0.372937294,1211.0,0.9999999,0.0,3.0,True,True,False,False
1.0,59.0,1.0,0.050336149,5800.0,0.136048024,0.0,8.0,False,False,False,False
1.0,62.0,0.0,0.286742651,5000.0,0.721726803,0.0,6.0,False,False,False,False
1.0,61.0,5.0,0.361928508,75000.0,0.5357463,7.0,15.0,True,True,False,False
1.0,38.0,0.0,0.002242152,10257.0,0.011800493,0.0,13.0,False,False,False,False
1.0,50.0,0.0,0.814123917,1500.0,0.0,1.0,5.0,False,False,False,False
1.0,50.0,0.0,0.522895421,5000.0,0.316367015,1.0,19.0,False,False,False,False
1.0,75.0,1.0,0.235255282,9087.0,0.351760111,1.0,8.0,False,False,False,False
1.0,39.0,3.0,4180.0,0.0,0.262584641,1.0,9.0,False,False,False,False
1.0,40.0,2.0,0.304406649,10347.0,0.574691905,2.0,13.0,True,True,False,False
1.0,62.0,0.0,0.45641623,5150.0,0.191751141,1.0,11.0,False,False,False,False
1.0,49.0,0.0,0.299000233,4300.0,0.260912318,0.0,4.0,True,True,False,False
1.0,55.0,1.0,0.25798053,8833.0,0.244217928,2.0,6.0,False,False,False,False
1.0,47.0,2.0,0.417305023,19450.0,0.66556817,3.0,19.0,False,False,False,False
1.0,59.0,0.0,0.197851894,5306.0,0.050876513,1.0,5.0,False,False,False,False
1.0,53.0,0.0,0.308943089,6149.0,0.031022534,1.0,8.0,False,False,False,False
1.0,50.0,0.0,0.25059984,3750.0,0.065850931,1.0,4.0,False,False,False,False
1.0,47.0,3.0,0.355966098,10500.0,0.46829966,2.0,16.0,False,False,False,False
1.0,51.0,1.0,0.556388629,3200.0,0.15685666,1.0,8.0,False,False,False,False
1.0,53.0,0.0,0.351152861,17564.0,0.08770208,3.0,10.0,False,False,False,False
1.0,47.0,2.0,0.278817312,7000.0,0.541179412,2.0,10.0,False,False,False,False
1.0,45.0,3.0,0.341184313,9000.0,0.112844358,1.0,10.0,False,False,False,False
-1.0,39.0,1.0,0.35254915,3000.0,0.9999999,1.0,3.0,False,False,False,False
-1.0,26.0,0.0,0.815884477,3600.0,0.553047404,1.0,9.0,False,False,False,False
-1.0,31.0,2.0,0.1488,1249.0,0.9999999,0.0,1.0,False,False,True,True
1.0,64.0,0.0,0.120106029,27916.0,0.076150108,4.0,8.0,False,False,False,False
1.0,45.0,0.0,0.605855856,4883.0,0.83114459,1.0,15.0,True,True,False,False
1.0,78.0,0.0,0.013947591,2365.0,0.061150486,0.0,3.0,False,False,False,False
1.0,42.0,1.0,0.345327336,4001.0,0.041136513,1.0,6.0,False,False,False,False
1.0,61.0,0.0,0.225534673,13886.0,0.061113895,2.0,9.0,False,False,False,False
1.0,31.0,2.0,0.516056934,8500.0,0.984603079,2.0,9.0,False,False,False,False
1.0,43.0,2.0,0.898504102,6216.0,0.94480046,2.0,18.0,False,False,False,False
1.0,58.0,1.0,0.403715889,5166.0,0.029174021,2.0,27.0,False,False,False,False
1.0,44.0,2.0,0.329485834,6670.0,0.890022699,0.0,7.0,False,False,False,False
1.0,48.0,2.0,1.028666667,1499.0,0.138956771,1.0,8.0,False,False,False,False
1.0,46.0,0.0,0.381265089,10354.0,0.013047495,2.0,11.0,False,False,False,False
-1.0,55.0,0.0,0.46831472,7968.0,1.055625509,1.0,21.0,True,True,False,False
1.0,29.0,1.0,0.338922928,3100.0,0.0,1.0,2.0,False,False,False,False
1.0,71.0,0.0,0.148820327,3856.0,0.226721008,0.0,11.0,False,False,False,False
1.0,49.0,1.0,0.114659142,6732.0,0.044530967,1.0,4.0,False,False,False,False
1.0,62.0,0.0,0.00289971,10000.0,0.030834811,0.0,4.0,False,False,False,False
1.0,46.0,2.0,1.001917546,3128.0,0.334503343,3.0,12.0,False,False,False,False
1.0,44.0,0.0,1.710652921,2909.0,0.581011822,2.0,7.0,False,False,False,False
1.0,63.0,0.0,0.045477261,2000.0,0.990970655,0.0,2.0,False,False,False,False
1.0,58.0,0.0,0.303571429,5991.0,0.001804492,2.0,24.0,False,False,False,False
1.0,72.0,1.0,0.001363791,2932.0,0.0,0.0,1.0,False,False,False,False
1.0,63.0,1.0,0.005875022,5616.0,0.072110762,0.0,1.0,False,False,False,False
1.0,53.0,0.0,0.336311423,4700.0,0.130249809,1.0,24.0,False,False,False,False
1.0,62.0,0.0,0.230145371,6534.0,1.01032989,1.0,6.0,False,False,False,False
1.0,66.0,1.0,0.016587565,84279.0,0.52751648,0.0,14.0,False,False,False,False
1.0,56.0,0.0,0.27835957,14800.0,0.0,2.0,7.0,False,False,False,False
1.0,68.0,0.0,1.34156051,1255.0,0.014505818,3.0,20.0,False,False,False,False
1.0,70.0,0.0,0.474521142,8300.0,0.80954813,1.0,8.0,False,False,False,False
1.0,69.0,0.0,0.428850378,4096.0,0.250442274,1.0,8.0,False,False,False,False
